0.000000e+00 2.100000e-01 7.800000e-01 1.000000e+00
1.000000e+01 2.097593e-01 7.791061e-01 9.988540e-01
2.000000e+01 2.095189e-01 7.782132e-01 9.977093e-01
3.000000e+01 2.092788e-01 7.773214e-01 9.965659e-01
4.000000e+01 2.090390e-01 7.764305e-01 9.954238e-01
5.000000e+01 2.087994e-01 7.755407e-01 9.942830e-01
6.000000e+01 2.085601e-01 7.746519e-01 9.931435e-01
7.000000e+01 2.083211e-01 7.737642e-01 9.920054e-01
8.000000e+01 2.080824e-01 7.728774e-01 9.908685e-01
9.000000e+01 2.078439e-01 7.719917e-01 9.897329e-01
1.000000e+02 2.076057e-01 7.711070e-01 9.885987e-01
1.100000e+02 2.073678e-01 7.702233e-01 9.874657e-01
1.200000e+02 2.071302e-01 7.693406e-01 9.863341e-01
1.300000e+02 2.068928e-01 7.684589e-01 9.852037e-01
1.400000e+02 2.066557e-01 7.675782e-01 9.840746e-01
1.500000e+02 2.064188e-01 7.666985e-01 9.829469e-01
1.600000e+02 2.061823e-01 7.658199e-01 9.818204e-01
1.700000e+02 2.059460e-01 7.649422e-01 9.806952e-01
1.800000e+02 2.057100e-01 7.640656e-01 9.795713e-01
1.900000e+02 2.054742e-01 7.631900e-01 9.784487e-01
2.000000e+02 2.052387e-01 7.623153e-01 9.773273e-01
2.100000e+02 2.050035e-01 7.614417e-01 9.762073e-01
2.200000e+02 2.047686e-01 7.605691e-01 9.750885e-01
2.300000e+02 2.045339e-01 7.596974e-01 9.739711e-01
2.400000e+02 2.042995e-01 7.588268e-01 9.728549e-01
2.500000e+02 2.040654e-01 7.579572e-01 9.717400e-01
2.600000e+02 2.038315e-01 7.570885e-01 9.706263e-01
2.700000e+02 2.035979e-01 7.562209e-01 9.695140e-01
2.800000e+02 2.033646e-01 7.553542e-01 9.684029e-01
2.900000e+02 2.031315e-01 7.544886e-01 9.672931e-01
3.000000e+02 2.028987e-01 7.536239e-01 9.661845e-01
3.100000e+02 2.026662e-01 7.527603e-01 9.650772e-01
3.200000e+02 2.024340e-01 7.518976e-01 9.639712e-01
3.300000e+02 2.022020e-01 7.510359e-01 9.628665e-01
3.400000e+02 2.019702e-01 7.501752e-01 9.617630e-01
3.500000e+02 2.017388e-01 7.493155e-01 9.606608e-01
3.600000e+02 2.015076e-01 7.484567e-01 9.595599e-01
3.700000e+02 2.012766e-01 7.475990e-01 9.584602e-01
3.800000e+02 2.010460e-01 7.467422e-01 9.573618e-01
3.900000e+02 2.008156e-01 7.458864e-01 9.562646e-01
4.000000e+02 2.005854e-01 7.450316e-01 9.551687e-01
4.100000e+02 2.003556e-01 7.441778e-01 9.540741e-01
4.200000e+02 2.001259e-01 7.433249e-01 9.529807e-01
4.300000e+02 1.998966e-01 7.424731e-01 9.518886e-01
4.400000e+02 1.996675e-01 7.416222e-01 9.507977e-01
4.500000e+02 1.994387e-01 7.407723e-01 9.497080e-01
4.600000e+02 1.992101e-01 7.399233e-01 9.486196e-01
4.700000e+02 1.989818e-01 7.390754e-01 9.475325e-01
4.800000e+02 1.987538e-01 7.382284e-01 9.464466e-01
4.900000e+02 1.985260e-01 7.373823e-01 9.453620e-01
5.000000e+02 1.982985e-01 7.365373e-01 9.442785e-01
5.100000e+02 1.980712e-01 7.356932e-01 9.431964e-01
5.200000e+02 1.978442e-01 7.348501e-01 9.421155e-01
5.300000e+02 1.976175e-01 7.340079e-01 9.410358e-01
5.400000e+02 1.973910e-01 7.331667e-01 9.399573e-01
5.500000e+02 1.971648e-01 7.323265e-01 9.388801e-01
5.600000e+02 1.969389e-01 7.314872e-01 9.378041e-01
5.700000e+02 1.967132e-01 7.306489e-01 9.367294e-01
5.800000e+02 1.964877e-01 7.298116e-01 9.356559e-01
5.900000e+02 1.962626e-01 7.289752e-01 9.345836e-01
6.000000e+02 1.960376e-01 7.281398e-01 9.335125e-01
6.100000e+02 1.958130e-01 7.273053e-01 9.324427e-01
6.200000e+02 1.955886e-01 7.264718e-01 9.313741e-01
6.300000e+02 1.953644e-01 7.256392e-01 9.303067e-01
6.400000e+02 1.951405e-01 7.248076e-01 9.292406e-01
6.500000e+02 1.949169e-01 7.239770e-01 9.281756e-01
6.600000e+02 1.946935e-01 7.231473e-01 9.271119e-01
6.700000e+02 1.944704e-01 7.223185e-01 9.260494e-01
6.800000e+02 1.942475e-01 7.214908e-01 9.249881e-01
6.900000e+02 1.940249e-01 7.206639e-01 9.239281e-01
7.000000e+02 1.938025e-01 7.198380e-01 9.228692e-01
7.100000e+02 1.935804e-01 7.190131e-01 9.218116e-01
7.200000e+02 1.933586e-01 7.181891e-01 9.207552e-01
7.300000e+02 1.931370e-01 7.173660e-01 9.197000e-01
7.400000e+02 1.929157e-01 7.165439e-01 9.186460e-01
7.500000e+02 1.926946e-01 7.157227e-01 9.175932e-01
7.600000e+02 1.924737e-01 7.149025e-01 9.165416e-01
7.700000e+02 1.922532e-01 7.140832e-01 9.154912e-01
7.800000e+02 1.920328e-01 7.132648e-01 9.144421e-01
7.900000e+02 1.918128e-01 7.124474e-01 9.133941e-01
8.000000e+02 1.915929e-01 7.116309e-01 9.123473e-01
8.100000e+02 1.913734e-01 7.108154e-01 9.113017e-01
8.200000e+02 1.911540e-01 7.100007e-01 9.102574e-01
8.300000e+02 1.909350e-01 7.091871e-01 9.092142e-01
8.400000e+02 1.907162e-01 7.083743e-01 9.081722e-01
